mandante,visitante,resultado
Santos,Botafogo-RJ,empate
Corinthians,Goias,fora
Cruzeiro,Palmeiras,fora
Palmeiras,Athletico-PR,casa
Barueri,Cruzeiro,fora
Internacional,Flamengo,empate
Sao Paulo,Corinthians,empate
Coritiba,Nautico,casa
Goias,Gremio,casa
Fluminense,Avai,casa
Atletico-MG,Santos,casa
Botafogo-RJ,Vitoria,fora
Sport,Santo Andre,casa
Nautico,Sao Paulo,fora
Santo Andre,Vitoria,casa
Corinthians,Athletico-PR,fora
Atletico-MG,Barueri,casa
Santos,Palmeiras,fora
Gremio,Sport,empate
Goias,Botafogo-RJ,fora
Flamengo,Fluminense,casa
Avai,Cruzeiro,empate
Coritiba,Internacional,casa
Sport,Santos,fora
Barueri,Santo Andre,empate
Athletico-PR,Gremio,empate
Sao Paulo,Coritiba,empate
Vitoria,Flamengo,empate
Fluminense,Corinthians,empate
Internacional,Nautico,casa
Cruzeiro,Goias,casa
Palmeiras,Avai,empate
Botafogo-RJ,Atletico-MG,casa
Corinthians,Gremio,casa
Flamengo,Sao Paulo,casa
Santo Andre,Fluminense,fora
Internacional,Athletico-PR,empate
Coritiba,Barueri,fora
Santos,Vitoria,empate
Atletico-MG,Cruzeiro,fora
Goias,Sport,empate
Nautico,Palmeiras,casa
Botafogo-RJ,Avai,empate
Barueri,Santos,empate
Sao Paulo,Atletico-MG,fora
Avai,Goias,casa
Sport,Corinthians,casa
Gremio,Coritiba,casa
Fluminense,Internacional,empate
Palmeiras,Flamengo,fora
Athletico-PR,Santo Andre,casa
Cruzeiro,Botafogo-RJ,casa
Vitoria,Nautico,casa
Santo Andre,Palmeiras,casa
Atletico-MG,Vitoria,casa
Nautico,Barueri,casa
Santos,Sao Paulo,fora
Internacional,Gremio,casa
Coritiba,Athletico-PR,casa
Goias,Fluminense,empate
Corinthians,Cruzeiro,fora
Avai,Sport,empate
Botafogo-RJ,Flamengo,fora
Athletico-PR,Santos,empate
Botafogo-RJ,Nautico,casa
Cruzeiro,Santo Andre,casa
Gremio,Avai,casa
Vitoria,Corinthians,fora
Barueri,Flamengo,casa
Sao Paulo,Internacional,casa
Sport,Coritiba,empate
Fluminense,Atletico-MG,casa
Palmeiras,Goias,casa
Flamengo,Santos,casa
Avai,Athletico-PR,casa
Sao Paulo,Barueri,casa
Palmeiras,Corinthians,empate
Internacional,Botafogo-RJ,fora
Coritiba,Vitoria,casa
Goias,Atletico-MG,fora
Cruzeiro,Fluminense,fora
Santo Andre,Gremio,casa
Nautico,Sport,casa
Gremio,Sao Paulo,empate
Vitoria,Avai,fora
Sport,Cruzeiro,fora
Santos,Nautico,casa
Fluminense,Palmeiras,casa
Atletico-MG,Flamengo,fora
Corinthians,Santo Andre,casa
Barueri,Internacional,empate
Botafogo-RJ,Coritiba,casa
Athletico-PR,Goias,casa
Palmeiras,Sport,empate
Cruzeiro,Gremio,empate
Sao Paulo,Vitoria,casa
Coritiba,Atletico-MG,casa
Nautico,Flamengo,fora
Avai,Corinthians,casa
Barueri,Botafogo-RJ,casa
Fluminense,Athletico-PR,casa
Goias,Santo Andre,casa
Internacional,Santos,casa
Gremio,Palmeiras,casa
Corinthians,Nautico,fora
Athletico-PR,Cruzeiro,empate
Botafogo-RJ,Sao Paulo,casa
Sport,Fluminense,fora
Santo Andre,Avai,casa
Santos,Coritiba,casa
Vitoria,Barueri,casa
Atletico-MG,Internacional,fora
Flamengo,Goias,empate
Goias,Sao Paulo,casa
Corinthians,Flamengo,fora
Palmeiras,Atletico-MG,casa
Sport,Internacional,fora
Gremio,Barueri,casa
Avai,Santos,empate
Cruzeiro,Coritiba,casa
Santo Andre,Nautico,casa
Athletico-PR,Botafogo-RJ,casa
Fluminense,Vitoria,casa
Atletico-MG,Corinthians,fora
Nautico,Avai,fora
Flamengo,Gremio,casa
Botafogo-RJ,Palmeiras,casa
Sao Paulo,Sport,casa
Internacional,Santo Andre,casa
Santos,Cruzeiro,fora
Barueri,Athletico-PR,empate
Vitoria,Goias,empate
Coritiba,Fluminense,empate
Botafogo-RJ,Santos,empate
Atletico-GO,Gremio,empate
Palmeiras,Vitoria,casa
Flamengo,Sao Paulo,empate
Atletico-MG,Vasco,casa
Internacional,Cruzeiro,fora
Corinthians,Athletico-PR,casa
Ceara,Fluminense,casa
Guarani,Goias,casa
Avai,Gremio Prudente,casa
Fluminense,Atletico-GO,casa
Gremio Prudente,Atletico-MG,casa
Vitoria,Flamengo,empate
Santos,Ceara,empate
Sao Paulo,Botafogo-RJ,fora
Gremio,Corinthians,fora
Goias,Internacional,fora
Vasco,Palmeiras,empate
Cruzeiro,Avai,empate
Athletico-PR,Guarani,empate
Botafogo-RJ,Goias,casa
Atletico-GO,Santos,fora
Palmeiras,Gremio,casa
Atletico-MG,Athletico-PR,casa
Internacional,Sao Paulo,fora
Corinthians,Fluminense,casa
Ceara,Vitoria,casa
Guarani,Cruzeiro,empate
Avai,Vasco,casa
Flamengo,Gremio Prudente,casa
Guarani,Sao Paulo,empate
Atletico-MG,Fluminense,fora
Internacional,Athletico-PR,casa
Corinthians,Santos,casa
Ceara,Cruzeiro,casa
Botafogo-RJ,Vasco,empate
Atletico-GO,Goias,fora
Vitoria,Atletico-MG,casa
Fluminense,Flamengo,casa
Gremio,Avai,casa
Sao Paulo,Palmeiras,casa
Gremio Prudente,Corinthians,empate
Santos,Guarani,casa
Cruzeiro,Botafogo-RJ,casa
Goias,Ceara,empate
Vasco,Internacional,casa
Athletico-PR,Atletico-GO,casa
Avai,Vitoria,empate
Flamengo,Gremio,empate
Palmeiras,Gremio Prudente,empate
Athletico-PR,Botafogo-RJ,casa
Fluminense,Vitoria,casa
Gremio Prudente,Atletico-GO,casa
Ceara,Avai,casa
Cruzeiro,Santos,empate
Palmeiras,Flamengo,fora
Goias,Sao Paulo,casa
Gremio,Atletico-MG,casa
Vasco,Guarani,fora
Corinthians,Internacional,casa
Avai,Fluminense,fora
Flamengo,Goias,fora
Vitoria,Athletico-PR,casa
Sao Paulo,Gremio,casa
Santos,Vasco,casa
Atletico-MG,Ceara,fora
Botafogo-RJ,Corinthians,empate
Guarani,Gremio Prudente,casa
Internacional,Palmeiras,empate
Atletico-GO,Cruzeiro,casa
Gremio,Vitoria,empate
Athletico-PR,Cruzeiro,fora
Sao Paulo,Avai,fora
Flamengo,Botafogo-RJ,casa
Ceara,Corinthians,empate
Goias,Vasco,empate
Guarani,Internacional,fora
Palmeiras,Santos,casa
Atletico-MG,Atletico-GO,casa
Fluminense,Gremio Prudente,empate
Vasco,Athletico-PR,casa
Vitoria,Sao Paulo,casa
Internacional,Ceara,casa
Atletico-GO,Flamengo,fora
Corinthians,Atletico-MG,casa
Avai,Palmeiras,casa
Santos,Fluminense,fora
Cruzeiro,Goias,casa
Botafogo-RJ,Guarani,empate
Gremio Prudente,Gremio,casa
Sao Paulo,Gremio Prudente,empate
Atletico-MG,Internacional,fora
Vitoria,Goias,empate
Flamengo,Avai,empate
Atletico-GO,Corinthians,casa
Gremio,Vasco,empate
Athletico-PR,Santos,casa
Guarani,Ceara,empate
Palmeiras,Botafogo-RJ,empate
Fluminense,Cruzeiro,casa
Vasco,Atletico-GO,casa
Avai,Atletico-MG,empate
Gremio Prudente,Vitoria,empate
Santos,Sao Paulo,casa
Cruzeiro,Gremio,empate
Internacional,Flamengo,casa
Goias,Athletico-PR,fora
Ceara,Palmeiras,empate
Corinthians,Guarani,casa
Botafogo-RJ,Fluminense,empate
Sao Paulo,Ceara,casa
Fluminense,Athletico-PR,casa
Atletico-GO,Guarani,empate
Palmeiras,Corinthians,empate
Vitoria,Botafogo-RJ,fora
Internacional,Gremio,empate
Avai,Goias,casa
Atletico-MG,Cruzeiro,fora
Flamengo,Vasco,empate
Gremio Prudente,Santos,fora
Botafogo-RJ,Atletico-MG,casa
Guarani,Avai,casa
Corinthians,Flamengo,casa
Goias,Palmeiras,empate
Ceara,Atletico-GO,empate
Vasco,Vitoria,casa
Cruzeiro,Gremio Prudente,empate
Gremio,Fluminense,fora
Athletico-PR,Sao Paulo,empate
Flamengo,Ceara,casa
Palmeiras,Athletico-PR,casa
Atletico-GO,Botafogo-RJ,fora
Atletico-MG,Guarani,casa
Sao Paulo,Cruzeiro,empate
Fluminense,Internacional,casa
Gremio Prudente,Vasco,fora
Avai,Corinthians,casa
Vitoria,Santos,casa
Gremio,Goias,casa
Goias,Gremio Prudente,fora
Ceara,Gremio,casa
Botafogo-RJ,Avai,casa
Santos,Atletico-MG,casa
Internacional,Atletico-GO,empate
Athletico-PR,Flamengo,casa
Guarani,Palmeiras,empate
Cruzeiro,Vitoria,fora
Vasco,Fluminense,empate
Corinthians,Sao Paulo,casa
Goias,Fluminense,fora
Botafogo-RJ,Ceara,casa
Avai,Internacional,fora
Gremio Prudente,Athletico-PR,fora
Sao Paulo,Vasco,empate
Cruzeiro,Corinthians,casa
Gremio,Santos,fora
Vitoria,Guarani,empate
Flamengo,Atletico-MG,empate
Palmeiras,Atletico-GO,fora
Santos,Goias,casa
Internacional,Botafogo-RJ,casa
Vasco,Cruzeiro,empate
Ceara,Gremio Prudente,empate
Corinthians,Vitoria,casa
Guarani,Flamengo,casa
Atletico-MG,Palmeiras,fora
Fluminense,Sao Paulo,empate
Atletico-GO,Avai,empate
Athletico-PR,Gremio,empate
Gremio,Guarani,casa
Vitoria,Internacional,empate
Gremio Prudente,Botafogo-RJ,fora
Goias,Atletico-MG,fora
Cruzeiro,Flamengo,casa
Athletico-PR,Ceara,casa
Fluminense,Palmeiras,empate
Santos,Avai,casa
Sao Paulo,Atletico-GO,casa
Ceara,Vasco,fora
Corinthians,Goias,casa
Botafogo-RJ,Gremio,empate
Flamengo,Santos,empate
Guarani,Fluminense,casa
Palmeiras,Cruzeiro,fora
Avai,Athletico-PR,fora
Atletico-MG,Sao Paulo,fora
Atletico-GO,Vitoria,casa
Internacional,Gremio Prudente,casa
Fluminense,Ceara,casa
Cruzeiro,Internacional,casa
Gremio,Atletico-GO,casa
Goias,Guarani,casa
Sao Paulo,Flamengo,casa
Vitoria,Palmeiras,empate
Athletico-PR,Corinthians,empate
Santos,Botafogo-RJ,fora
Vasco,Atletico-MG,empate
Gremio Prudente,Avai,empate
Flamengo,Vitoria,empate
Corinthians,Gremio,fora
Atletico-GO,Fluminense,casa
Palmeiras,Vasco,empate
Botafogo-RJ,Sao Paulo,casa
Atletico-MG,Gremio Prudente,casa
Avai,Cruzeiro,fora
Guarani,Athletico-PR,casa
Internacional,Goias,empate
Ceara,Santos,casa
Santos,Atletico-GO,casa
Cruzeiro,Guarani,casa
Goias,Botafogo-RJ,casa
Athletico-PR,Atletico-MG,casa
Fluminense,Corinthians,fora
Gremio Prudente,Flamengo,fora
Gremio,Palmeiras,fora
Vitoria,Ceara,empate
Sao Paulo,Internacional,fora
Vasco,Avai,empate
Corinthians,Gremio Prudente,casa
Botafogo-RJ,Cruzeiro,empate
Atletico-GO,Athletico-PR,fora
Palmeiras,Sao Paulo,fora
Guarani,Santos,empate
Atletico-MG,Vitoria,fora
Internacional,Vasco,casa
Flamengo,Fluminense,empate
Avai,Gremio,fora
Ceara,Goias,empate
Sao Paulo,Guarani,casa
Gremio Prudente,Palmeiras,fora
Cruzeiro,Ceara,casa
Goias,Atletico-GO,fora
Vasco,Botafogo-RJ,empate
Athletico-PR,Internacional,casa
Gremio,Flamengo,empate
Santos,Corinthians,fora
Fluminense,Atletico-MG,casa
Vitoria,Avai,casa
Santos,Cruzeiro,casa
Sao Paulo,Goias,fora
Guarani,Vasco,casa
Atletico-GO,Gremio Prudente,casa
Flamengo,Palmeiras,fora
Internacional,Corinthians,casa
Vitoria,Fluminense,fora
Botafogo-RJ,Athletico-PR,empate
Avai,Ceara,casa
Atletico-MG,Gremio,fora
Vasco,Santos,casa
Goias,Flamengo,empate
Palmeiras,Internacional,casa
Gremio Prudente,Guarani,casa
Cruzeiro,Atletico-GO,casa
Athletico-PR,Vitoria,casa
Fluminense,Avai,casa
Gremio,Sao Paulo,casa
Corinthians,Botafogo-RJ,empate
Ceara,Atletico-MG,empate
Vasco,Goias,casa
Santos,Palmeiras,empate
Corinthians,Ceara,empate
Gremio Prudente,Fluminense,empate
Vitoria,Gremio,fora
Cruzeiro,Athletico-PR,empate
Botafogo-RJ,Flamengo,empate
Internacional,Guarani,casa
Avai,Sao Paulo,empate
Atletico-GO,Atletico-MG,fora
Fluminense,Santos,fora
Gremio,Gremio Prudente,casa
Guarani,Botafogo-RJ,empate
Ceara,Internacional,casa
Athletico-PR,Vasco,empate
Sao Paulo,Vitoria,casa
Atletico-MG,Corinthians,casa
Palmeiras,Avai,casa
Goias,Cruzeiro,fora
Flamengo,Atletico-GO,casa
Santos,Athletico-PR,casa
Gremio Prudente,Sao Paulo,fora
Vasco,Gremio,empate
Cruzeiro,Fluminense,casa
Corinthians,Atletico-GO,fora
Botafogo-RJ,Palmeiras,empate
Goias,Vitoria,casa
Avai,Flamengo,empate
Ceara,Guarani,casa
Internacional,Atletico-MG,casa
Santos,Internacional,casa
Vasco,Corinthians,casa
Flamengo,Internacional,casa
Athletico-PR,Goias,casa
Atletico-MG,Avai,casa
Guarani,Corinthians,empate
Gremio,Cruzeiro,casa
Atletico-GO,Vasco,casa
Vitoria,Gremio Prudente,casa
Fluminense,Botafogo-RJ,empate
Sao Paulo,Santos,casa
Palmeiras,Ceara,empate
Botafogo-RJ,Vitoria,casa
Guarani,Atletico-GO,fora
Corinthians,Palmeiras,casa
Ceara,Sao Paulo,casa
Goias,Avai,casa
Athletico-PR,Fluminense,empate
Vasco,Flamengo,empate
Santos,Gremio Prudente,fora
Cruzeiro,Atletico-MG,fora
Gremio,Internacional,empate
Flamengo,Corinthians,empate
Fluminense,Gremio,casa
Sao Paulo,Athletico-PR,casa
Atletico-GO,Ceara,empate
Internacional,Santos,empate
Vitoria,Vasco,casa
Palmeiras,Goias,casa
Gremio Prudente,Cruzeiro,fora
Atletico-MG,Botafogo-RJ,fora
Avai,Guarani,casa
Santos,Vitoria,empate
Internacional,Fluminense,empate
Botafogo-RJ,Atletico-GO,casa
Guarani,Atletico-MG,empate
Goias,Gremio,fora
Cruzeiro,Sao Paulo,fora
Corinthians,Avai,casa
Ceara,Flamengo,empate
Vasco,Gremio Prudente,casa
Athletico-PR,Palmeiras,casa
Atletico-MG,Santos,empate
Gremio,Ceara,casa
Atletico-GO,Internacional,empate
Sao Paulo,Corinthians,fora
Gremio Prudente,Goias,casa
Vitoria,Cruzeiro,fora
Avai,Botafogo-RJ,empate
Fluminense,Vasco,casa
Palmeiras,Guarani,casa
Flamengo,Athletico-PR,fora
Ceara,Botafogo-RJ,empate
Corinthians,Cruzeiro,casa
Santos,Gremio,empate
Atletico-MG,Flamengo,casa
Fluminense,Goias,empate
Internacional,Avai,fora
Atletico-GO,Palmeiras,casa
Guarani,Vitoria,empate
Vasco,Sao Paulo,empate
Athletico-PR,Gremio Prudente,casa
Gremio,Athletico-PR,casa
Flamengo,Guarani,casa
Gremio Prudente,Ceara,empate
Sao Paulo,Fluminense,fora
Botafogo-RJ,Internacional,fora
Palmeiras,Atletico-MG,fora
Vitoria,Corinthians,empate
Cruzeiro,Vasco,casa
Avai,Atletico-GO,casa
Goias,Santos,fora
Palmeiras,Fluminense,fora
Corinthians,Vasco,casa
Flamengo,Cruzeiro,fora
Botafogo-RJ,Gremio Prudente,casa
Ceara,Athletico-PR,empate
Guarani,Gremio,fora
Atletico-MG,Goias,casa
Internacional,Vitoria,empate
Atletico-GO,Sao Paulo,empate
Avai,Santos,casa
Gremio Prudente,Internacional,fora
Fluminense,Guarani,casa
Cruzeiro,Palmeiras,casa
Goias,Corinthians,empate
Gremio,Botafogo-RJ,casa
Vasco,Ceara,casa
Santos,Flamengo,empate
Sao Paulo,Atletico-MG,casa
Athletico-PR,Avai,casa
Vitoria,Atletico-GO,empate
Atletico-MG,Athletico-PR,casa
Flamengo,Avai,casa
Ceara,Vasco,fora
Santos,Internacional,empate
Palmeiras,Botafogo-RJ,casa
Gremio,Corinthians,fora
Coritiba,Atletico-GO,fora
Figueirense,Cruzeiro,casa
Fluminense,Sao Paulo,fora
America-MG,Bahia,casa
Internacional,Ceara,fora
Botafogo-RJ,Santos,casa
Avai,Atletico-MG,fora
Sao Paulo,Figueirense,casa
Corinthians,Coritiba,casa
Bahia,Flamengo,empate
Athletico-PR,Gremio,fora
Cruzeiro,Palmeiras,empate
Vasco,America-MG,casa
Atletico-GO,Fluminense,fora
Palmeiras,Athletico-PR,casa
Ceara,Botafogo-RJ,empate
Fluminense,Cruzeiro,casa
Figueirense,Atletico-GO,casa
Flamengo,Corinthians,empate
Gremio,Bahia,casa
Coritiba,Vasco,casa
America-MG,Internacional,fora
Santos,Avai,casa
Atletico-MG,Sao Paulo,fora
Cruzeiro,Santos,empate
Avai,America-MG,empate
Sao Paulo,Gremio,casa
Vasco,Figueirense,empate
Internacional,Palmeiras,empate
Corinthians,Fluminense,casa
Bahia,Atletico-MG,empate
Atletico-GO,Ceara,casa
Botafogo-RJ,Coritiba,casa
Athletico-PR,Flamengo,empate
Fluminense,Bahia,fora
America-MG,Cruzeiro,empate
Palmeiras,Avai,casa
Gremio,Vasco,empate
Figueirense,Athletico-PR,casa
Ceara,Sao Paulo,fora
Flamengo,Botafogo-RJ,empate
Atletico-MG,Atletico-GO,empate
Coritiba,Internacional,empate
Flamengo,Atletico-MG,casa
Athletico-PR,Bahia,fora
Cruzeiro,Coritiba,casa
Avai,Fluminense,fora
Corinthians,Sao Paulo,casa
Botafogo-RJ,Gremio,casa
Ceara,Palmeiras,casa
Internacional,Figueirense,casa
Atletico-GO,Vasco,fora
Vasco,Cruzeiro,fora
Gremio,Avai,empate
America-MG,Flamengo,fora
Figueirense,Santos,casa
Bahia,Corinthians,fora
Sao Paulo,Botafogo-RJ,fora
Palmeiras,Atletico-GO,casa
Coritiba,Ceara,casa
Fluminense,Athletico-PR,casa
Atletico-MG,Internacional,fora
Santos,America-MG,casa
Internacional,Athletico-PR,casa
Cruzeiro,Gremio,casa
Avai,Bahia,empate
Corinthians,Vasco,casa
Ceara,Atletico-MG,casa
Flamengo,Sao Paulo,casa
Botafogo-RJ,Atletico-GO,empate
Coritiba,Figueirense,casa
America-MG,Palmeiras,empate
Vasco,Internacional,casa
Sao Paulo,Cruzeiro,casa
Athletico-PR,Avai,empate
Fluminense,Flamengo,fora
Gremio,Coritiba,casa
Bahia,Botafogo-RJ,empate
Atletico-GO,Corinthians,fora
Figueirense,Ceara,empate
Palmeiras,Santos,casa
Atletico-MG,America-MG,casa
Corinthians,Internacional,casa
Vasco,Athletico-PR,casa
Coritiba,Fluminense,casa
Atletico-GO,Avai,fora
Santos,Atletico-MG,casa
Ceara,America-MG,casa
Internacional,Sao Paulo,fora
Cruzeiro,Bahia,casa
Palmeiras,Flamengo,empate
Figueirense,Gremio,empate
Botafogo-RJ,Corinthians,fora
Avai,Internacional,fora
Sao Paulo,Atletico-GO,empate
Athletico-PR,Botafogo-RJ,casa
America-MG,Figueirense,empate
Flamengo,Ceara,empate
Corinthians,Cruzeiro,fora
Bahia,Coritiba,empate
Fluminense,Palmeiras,casa
Atletico-MG,Vasco,fora
Atletico-GO,Cruzeiro,casa
Botafogo-RJ,Avai,casa
Atletico-MG,Fluminense,casa
Gremio,America-MG,empate
Santos,Flamengo,fora
Figueirense,Palmeiras,fora
Coritiba,Sao Paulo,fora
Vasco,Bahia,empate
Ceara,Athletico-PR,casa
Flamengo,Gremio,casa
Cruzeiro,Botafogo-RJ,fora
Palmeiras,Atletico-MG,casa
Sao Paulo,Vasco,fora
Fluminense,Ceara,casa
Internacional,Atletico-GO,empate
Avai,Corinthians,casa
Athletico-PR,Santos,casa
America-MG,Coritiba,fora
Bahia,Figueirense,casa
Corinthians,America-MG,casa
Gremio,Atletico-MG,empate
Figueirense,Botafogo-RJ,casa
Ceara,Avai,fora
Cruzeiro,Flamengo,fora
Coritiba,Palmeiras,empate
Vasco,Santos,casa
Sao Paulo,Bahia,casa
Fluminense,Internacional,casa
Atletico-GO,Athletico-PR,fora
Flamengo,Coritiba,casa
Palmeiras,Gremio,empate
Atletico-MG,Figueirense,fora
Internacional,Cruzeiro,casa
Santos,Ceara,casa
Athletico-PR,Corinthians,empate
America-MG,Fluminense,casa
Bahia,Atletico-GO,casa
Avai,Sao Paulo,fora
Botafogo-RJ,Vasco,casa
Santos,Corinthians,empate
Sao Paulo,Athletico-PR,empate
Atletico-GO,Santos,casa
Cruzeiro,Avai,casa
Botafogo-RJ,America-MG,casa
Corinthians,Ceara,empate
Vasco,Palmeiras,casa
Coritiba,Atletico-MG,casa
Figueirense,Flamengo,empate
Gremio,Fluminense,casa
Bahia,Internacional,empate
Athletico-PR,Cruzeiro,casa
Avai,Vasco,fora
Fluminense,Figueirense,casa
Ceara,Gremio,casa
Internacional,Botafogo-RJ,casa
Santos,Coritiba,fora
Atletico-MG,Corinthians,fora
Flamengo,Atletico-GO,fora
Palmeiras,Bahia,empate
America-MG,Sao Paulo,empate
Cruzeiro,Ceara,casa
Botafogo-RJ,Atletico-MG,casa
Corinthians,Figueirense,fora
Sao Paulo,Palmeiras,empate
Internacional,Flamengo,empate
Avai,Coritiba,empate
Atletico-GO,Gremio,casa
Athletico-PR,America-MG,empate
Bahia,Santos,fora
Vasco,Fluminense,empate
Santos,Fluminense,casa
Coritiba,Athletico-PR,empate
America-MG,Atletico-GO,fora
Fluminense,Botafogo-RJ,fora
Flamengo,Vasco,empate
Palmeiras,Corinthians,casa
Santos,Sao Paulo,empate
Gremio,Internacional,casa
Ceara,Bahia,casa
Figueirense,Avai,fora
Atletico-MG,Cruzeiro,fora
Corinthians,Gremio,casa
Vasco,Ceara,casa
Atletico-GO,Coritiba,casa
Athletico-PR,Atletico-MG,fora
Cruzeiro,Figueirense,fora
Sao Paulo,Fluminense,fora
Botafogo-RJ,Palmeiras,casa
Internacional,Santos,empate
Avai,Flamengo,casa
Bahia,America-MG,empate
Figueirense,Sao Paulo,fora
Atletico-MG,Avai,casa
Fluminense,Atletico-GO,casa
Flamengo,Bahia,fora
Palmeiras,Cruzeiro,empate
Coritiba,Corinthians,casa
Gremio,Athletico-PR,casa
America-MG,Vasco,casa
Ceara,Internacional,empate
Botafogo-RJ,Ceara,casa
Internacional,America-MG,casa
Avai,Santos,fora
Sao Paulo,Atletico-MG,casa
Atletico-GO,Figueirense,empate
Athletico-PR,Palmeiras,empate
Cruzeiro,Fluminense,fora
Bahia,Gremio,fora
Vasco,Coritiba,casa
Corinthians,Flamengo,casa
Santos,Cruzeiro,casa
America-MG,Avai,empate
Palmeiras,Internacional,fora
Figueirense,Vasco,empate
Fluminense,Corinthians,casa
Ceara,Atletico-GO,empate
Coritiba,Botafogo-RJ,casa
Flamengo,Athletico-PR,fora
Gremio,Sao Paulo,casa
Atletico-MG,Bahia,casa
Atletico-GO,Atletico-MG,casa
Vasco,Gremio,casa
Sao Paulo,Ceara,casa
Botafogo-RJ,Flamengo,empate
Corinthians,Santos,fora
Avai,Palmeiras,empate
Bahia,Fluminense,casa
Athletico-PR,Figueirense,empate
Internacional,Coritiba,empate
Cruzeiro,America-MG,empate
America-MG,Santos,fora
Coritiba,Cruzeiro,casa
Bahia,Athletico-PR,casa
Fluminense,Avai,casa
Sao Paulo,Corinthians,empate
Atletico-MG,Flamengo,empate
Figueirense,Internacional,empate
Palmeiras,Ceara,casa
Gremio,Botafogo-RJ,fora
Vasco,Atletico-GO,empate
Athletico-PR,Fluminense,empate
Santos,Figueirense,fora
Flamengo,America-MG,casa
Botafogo-RJ,Sao Paulo,empate
Internacional,Atletico-MG,casa
Corinthians,Bahia,casa
Avai,Gremio,fora
Cruzeiro,Vasco,fora
Ceara,Coritiba,casa
Atletico-GO,Palmeiras,empate
Palmeiras,America-MG,empate
Bahia,Avai,casa
Fluminense,Santos,casa
Sao Paulo,Flamengo,fora
Vasco,Corinthians,empate
Atletico-MG,Ceara,empate
Figueirense,Coritiba,empate
Athletico-PR,Internacional,casa
Gremio,Cruzeiro,casa
Atletico-GO,Botafogo-RJ,casa
Gremio,Santos,casa
Cruzeiro,Sao Paulo,empate
Coritiba,Gremio,casa
Botafogo-RJ,Bahia,empate
America-MG,Atletico-MG,empate
Santos,Palmeiras,casa
Internacional,Vasco,casa
Flamengo,Fluminense,casa
Corinthians,Atletico-GO,casa
Ceara,Figueirense,empate
Avai,Athletico-PR,casa
America-MG,Ceara,casa
Avai,Atletico-GO,empate
Gremio,Figueirense,fora
Sao Paulo,Internacional,empate
Bahia,Cruzeiro,empate
Corinthians,Botafogo-RJ,fora
Flamengo,Palmeiras,empate
Atletico-MG,Santos,casa
Fluminense,Coritiba,casa
Athletico-PR,Vasco,empate
Ceara,Flamengo,fora
Figueirense,America-MG,casa
Botafogo-RJ,Athletico-PR,casa
Santos,Gremio,fora
Cruzeiro,Corinthians,fora
Internacional,Avai,casa
Palmeiras,Fluminense,fora
Atletico-GO,Sao Paulo,casa
Coritiba,Bahia,empate
Vasco,Atletico-MG,casa
Santos,Botafogo-RJ,casa
Palmeiras,Figueirense,fora
Fluminense,Atletico-MG,fora
America-MG,Gremio,empate
Avai,Botafogo-RJ,casa
Internacional,Corinthians,empate
Sao Paulo,Coritiba,empate
Bahia,Vasco,fora
Athletico-PR,Ceara,casa
Cruzeiro,Atletico-GO,casa
Flamengo,Santos,empate
Santos,Athletico-PR,casa
Ceara,Fluminense,fora
Botafogo-RJ,Cruzeiro,casa
Vasco,Sao Paulo,empate
Gremio,Flamengo,casa
Corinthians,Avai,casa
Figueirense,Bahia,casa
Atletico-GO,Internacional,fora
Coritiba,America-MG,casa
Atletico-MG,Palmeiras,casa
Bahia,Sao Paulo,casa
Botafogo-RJ,Figueirense,fora
Atletico-MG,Gremio,casa
Santos,Vasco,casa
America-MG,Corinthians,casa
Flamengo,Cruzeiro,casa
Avai,Ceara,fora
Athletico-PR,Atletico-GO,casa
Internacional,Fluminense,fora
Palmeiras,Coritiba,fora
Fluminense,America-MG,fora
Figueirense,Atletico-MG,casa
Sao Paulo,Avai,casa
Coritiba,Flamengo,casa
Ceara,Santos,fora
Gremio,Palmeiras,empate
Corinthians,Athletico-PR,casa
Vasco,Botafogo-RJ,casa
Atletico-GO,Bahia,fora
Cruzeiro,Internacional,casa
America-MG,Botafogo-RJ,casa
Internacional,Bahia,casa
Fluminense,Gremio,casa
Athletico-PR,Sao Paulo,casa
Palmeiras,Vasco,empate
Avai,Cruzeiro,empate
Ceara,Corinthians,fora
Atletico-MG,Coritiba,casa
Flamengo,Figueirense,empate
Santos,Atletico-GO,empate
Sao Paulo,America-MG,casa
Vasco,Avai,casa
Gremio,Ceara,fora
Atletico-GO,Flamengo,empate
Corinthians,Atletico-MG,casa
Botafogo-RJ,Internacional,fora
Cruzeiro,Athletico-PR,empate
Figueirense,Fluminense,fora
Coritiba,Santos,casa
Bahia,Palmeiras,fora
Fluminense,Vasco,fora
Figueirense,Corinthians,fora
Palmeiras,Sao Paulo,casa
Flamengo,Internacional,casa
Atletico-MG,Botafogo-RJ,casa
Coritiba,Avai,casa
Ceara,Cruzeiro,empate
America-MG,Athletico-PR,casa
Gremio,Atletico-GO,empate
Santos,Bahia,empate
Corinthians,Palmeiras,empate
Vasco,Flamengo,empate
Sao Paulo,Santos,casa
Botafogo-RJ,Fluminense,empate
Internacional,Gremio,casa
Cruzeiro,Atletico-MG,casa
Avai,Figueirense,empate
Atletico-GO,America-MG,casa
Bahia,Ceara,casa
Athletico-PR,Coritiba,casa
Palmeiras,Portuguesa,empate
Sport,Flamengo,empate
Figueirense,Nautico,casa
Corinthians,Fluminense,fora
Internacional,Coritiba,casa
Botafogo-RJ,Sao Paulo,casa
